station;valid_date;valid_time_new;valid_date_time;tmpf;dwpf;relh;drct;sknt;p01i;alti;mslp;vsby;gust;skyc1;skyc2;skyc3;skyc4;skyl1;skyl2;skyl3;skyl4;wxcodes;ice_accretion_1hr;ice_accretion_3hr;ice_accretion_6hr;peak_wind_gust;peak_wind_drct;peak_wind_time;feel;metar;airport;snowdepth
LGA;24.01.2023;3:42;24.01.2023 03:42;36.00;25.00;63.98;300.00;23.00;0.00;29.95;;10.00;28.00;OVC;;;;2800.00;;;;;;;;28.00;310.00;2023-01-24 03:41;23.69;KLGA 240342Z 30023G28KT 10SM OVC028 02/M04 A2995 RMK AO2 PK WND 31028/0341 T00221039;LGA;
LGA;24.01.2023;3:51;24.01.2023 03:51;36.00;24.10;61.62;310.00;18.00;0.00;29.95;1014.20;10.00;30.00;BKN;OVC;;;2800.00;3700.00;;;;;;;30.00;300.00;2023-01-24 03:44;25.01;KLGA 240351Z 31018G30KT 10SM BKN028 OVC037 02/M04 A2995 RMK AO2 PK WND 30030/0344 SLP142 T00221044;LGA;
JFK;24.01.2023;3:51;24.01.2023 03:51;35.00;25.00;66.31;310.00;22.00;0.00;29.95;1014.20;10.00;29.00;OVC;;;;3100.00;;;;;;;;34.00;310.00;2023-01-24 03:32;22.73;KJFK 240351Z 31022G29KT 10SM OVC031 02/M04 A2995 RMK AO2 PK WND 31034/0332 SLP142 T00171039;JFK;
LGA;24.01.2023;4:07;24.01.2023 04:07;36.00;24.10;61.62;320.00;16.00;0.00;29.95;;10.00;22.00;FEW;OVC;;;2800.00;3700.00;;;;;;;;;;25.63;KLGA 240407Z 32016G22KT 10SM FEW028 OVC037 02/M04 A2995 RMK AO2 T00221044;LGA;
JFK;24.01.2023;4:51;24.01.2023 04:51;36.00;25.00;63.98;300.00;18.00;0.00;29.97;1014.90;10.00;23.00;OVC;;;;3200.00;;;;;;;;30.00;300.00;2023-01-24 04:07;25.01;KJFK 240451Z 30018G23KT 10SM OVC032 02/M04 A2997 RMK AO2 PK WND 30030/0407 SLP149 T00221039 400390017;JFK;
LGA;24.01.2023;4:51;24.01.2023 04:51;36.00;23.00;58.85;300.00;14.00;0.00;29.97;1014.60;10.00;25.00;OVC;;;;3300.00;;;;;;;;31.00;320.00;2023-01-24 04:11;26.32;KLGA 240451Z 30014G25KT 10SM OVC033 02/M05 A2997 RMK AO2 PK WND 32031/0411 SLP146 T00221050 400390022;LGA;
JFK;24.01.2023;5:51;24.01.2023 05:51;36.00;21.90;56.18;290.00;18.00;0.00;29.99;1015.50;10.00;22.00;BKN;;;;3800.00;;;;;;;;29.00;320.00;2023-01-24 05:31;25.01;KJFK 240551Z 29018G22KT 10SM BKN038 02/M06 A2999 RMK AO2 PK WND 32029/0531 SLP155 T00221056 10028 20017 51022;JFK;
LGA;24.01.2023;5:51;24.01.2023 05:51;36.00;21.90;56.18;290.00;15.00;0.00;29.97;1015.00;10.00;21.00;BKN;;;;3900.00;;;;;;;;32.00;310.00;2023-01-24 05:00;25.97;KLGA 240551Z 29015G21KT 10SM BKN039 02/M06 A2997 RMK AO2 PK WND 31032/0500 SLP150 T00221056 10028 20022 51021;LGA;
JFK;24.01.2023;6:51;24.01.2023 06:51;36.00;23.00;58.85;290.00;13.00;0.00;30.01;1016.20;10.00;19.00;BKN;;;;4400.00;;;;;;;;;;;26.69;KJFK 240651Z 29013G19KT 10SM BKN044 02/M05 A3001 RMK AO2 SLP162 T00221050;JFK;
LGA;24.01.2023;6:51;24.01.2023 06:51;36.00;21.90;56.18;280.00;10.00;0.00;29.99;1015.60;10.00;;OVC;;;;4300.00;;;;;;;;;;;27.98;KLGA 240651Z 28010KT 10SM OVC043 02/M06 A2999 RMK AO2 SLP156 T00221056;LGA;
LGA;24.01.2023;7:51;24.01.2023 07:51;37.00;21.00;51.99;270.00;9.00;0.00;30.01;1016.10;10.00;;OVC;;;;4200.00;;;;;;;;;;;29.73;KLGA 240751Z 27009KT 10SM OVC042 03/M06 A3001 RMK AO2 SLP161 T00281061;LGA;
JFK;24.01.2023;7:51;24.01.2023 07:51;36.00;24.10;61.62;270.00;13.00;0.00;30.03;1016.80;10.00;;OVC;;;;4400.00;;;;;;;;;;;26.69;KJFK 240751Z 27013KT 10SM OVC044 02/M04 A3003 RMK AO2 SLP168 T00221044;JFK;
LGA;24.01.2023;8:51;24.01.2023 08:51;37.00;21.90;54.01;270.00;11.00;0.00;30.02;1016.40;10.00;;BKN;;;;4000.00;;;;;;;;;;;28.79;KLGA 240851Z 27011KT 10SM BKN040 03/M06 A3002 RMK AO2 SLP164 T00281056 51015;LGA;
JFK;24.01.2023;8:51;24.01.2023 08:51;36.00;24.10;61.62;270.00;10.00;0.00;30.04;1017.00;10.00;;OVC;;;;3900.00;;;;;;;;;;;27.98;KJFK 240851Z 27010KT 10SM OVC039 02/M04 A3004 RMK AO2 SLP170 T00221044 51015;JFK;
LGA;24.01.2023;9:51;24.01.2023 09:51;37.00;21.90;54.01;250.00;8.00;0.00;30.03;1016.70;10.00;;BKN;;;;3900.00;;;;;;;;;;;30.27;KLGA 240951Z 25008KT 10SM BKN039 03/M06 A3003 RMK AO2 SLP167 T00281056;LGA;
JFK;24.01.2023;9:51;24.01.2023 09:51;36.00;25.00;63.98;260.00;10.00;0.00;30.05;1017.40;10.00;;BKN;;;;3900.00;;;;;;;;;;;27.98;KJFK 240951Z 26010KT 10SM BKN039 02/M04 A3005 RMK AO2 SLP174 T00221039;JFK;
LGA;24.01.2023;10:51;24.01.2023 10:51;37.00;21.90;54.01;260.00;11.00;0.00;30.05;1017.50;10.00;19.00;OVC;;;;3700.00;;;;;;;;;;;28.79;KLGA 241051Z 26011G19KT 10SM OVC037 03/M06 A3005 RMK AO2 SLP175 T00281056;LGA;
JFK;24.01.2023;10:51;24.01.2023 10:51;36.00;26.10;66.97;260.00;13.00;0.00;30.07;1018.10;10.00;;BKN;;;;3800.00;;;;;;;;;;;26.69;KJFK 241051Z 26013KT 10SM BKN038 02/M03 A3007 RMK AO2 SLP181 T00221033;JFK;
LGA;24.01.2023;11:51;24.01.2023 11:51;37.00;21.90;54.01;260.00;13.00;0.00;30.07;1018.10;10.00;;BKN;;;;3700.00;;;;;;;;;;;27.97;KLGA 241151Z 26013KT 10SM BKN037 03/M06 A3007 RMK AO2 SLP181 70015 T00281056 10028 20022 53016;LGA;
JFK;24.01.2023;11:51;24.01.2023 11:51;36.00;26.10;66.97;250.00;11.00;0.00;30.09;1018.80;10.00;;BKN;;;;3800.00;;;;;;;;;;;27.52;KJFK 241151Z 25011KT 10SM BKN038 02/M03 A3009 RMK AO2 SLP188 70015 T00221033 10028 20017 53017;JFK;
LGA;24.01.2023;12:51;24.01.2023 12:51;37.00;21.00;51.99;250.00;14.00;0.00;30.07;1018.20;10.00;21.00;BKN;BKN;;;3900.00;25000.00;;;;;;;;;;27.61;KLGA 241251Z 25014G21KT 10SM BKN039 BKN250 03/M06 A3007 RMK AO2 SLP182 T00281061;LGA;
JFK;24.01.2023;12:51;24.01.2023 12:51;36.00;25.00;63.98;270.00;12.00;0.00;30.10;1019.00;10.00;;SCT;BKN;;;3900.00;21000.00;;;;;;;;;;27.09;KJFK 241251Z 27012KT 10SM SCT039 BKN210 02/M04 A3010 RMK AO2 SLP190 T00221039;JFK;
JFK;24.01.2023;13:51;24.01.2023 13:51;37.00;25.00;61.50;270.00;16.00;0.00;30.12;1020.00;10.00;;FEW;BKN;;;4000.00;19000.00;;;;;;;;;;26.94;KJFK 241351Z 27016KT 10SM FEW040 BKN190 03/M04 A3012 RMK AO2 SLP200 T00281039;JFK;
LGA;24.01.2023;13:51;24.01.2023 13:51;37.00;21.00;51.99;260.00;13.00;0.00;30.11;1019.40;10.00;18.00;FEW;SCT;;;4000.00;25000.00;;;;;;;;;;27.97;KLGA 241351Z COR 26013G18KT 10SM FEW040 SCT250 03/M06 A3011 RMK AO2 SLP194 T00281061;LGA;
LGA;24.01.2023;14:51;24.01.2023 14:51;39.00;21.00;48.06;270.00;14.00;0.00;30.11;1019.70;10.00;22.00;FEW;SCT;;;4000.00;25000.00;;;;;;;;;;30.19;KLGA 241451Z 27014G22KT 10SM FEW040 SCT250 04/M06 A3011 RMK AO2 SLP197 T00391061 53016;LGA;
JFK;24.01.2023;14:51;24.01.2023 14:51;40.00;26.10;57.47;240.00;15.00;0.00;30.13;1020.30;10.00;;SCT;;;;20000.00;;;;;;;;;;;31.02;KJFK 241451Z 24015KT 10SM SCT200 04/M03 A3013 RMK AO2 SLP203 T00441033 53015;JFK;
LGA;24.01.2023;15:51;24.01.2023 15:51;42.00;21.90;44.27;240.00;7.00;0.00;30.11;1019.50;10.00;17.00;FEW;;;;20000.00;;;;;;;;;;;37.09;KLGA 241551Z 24007G17KT 10SM FEW200 06/M06 A3011 RMK AO2 SLP195 T00561056;LGA;
JFK;24.01.2023;15:51;24.01.2023 15:51;41.00;25.00;52.61;260.00;17.00;0.00;30.13;1020.20;10.00;22.00;FEW;;;;20000.00;;;;;;;;;;;31.87;KJFK 241551Z 26017G22KT 10SM FEW200 05/M04 A3013 RMK AO2 SLP202 T00501039;JFK;
JFK;24.01.2023;16:51;24.01.2023 16:51;43.00;25.00;48.70;270.00;14.00;0.00;30.11;1019.50;10.00;;FEW;FEW;;;5000.00;20000.00;;;;;;;;;;35.34;KJFK 241651Z 27014KT 10SM FEW050 FEW200 06/M04 A3011 RMK AO2 SLP195 T00611039;JFK;
LGA;24.01.2023;16:51;24.01.2023 16:51;44.00;21.90;41.00;290.00;13.00;0.00;30.10;1019.10;10.00;22.00;SCT;;;;4700.00;;;;;;;;;;;37.07;KLGA 241651Z 29013G22KT 10SM SCT047 07/M06 A3010 RMK AO2 SLP191 T00671056;LGA;
LGA;24.01.2023;17:51;24.01.2023 17:51;45.00;23.00;41.50;290.00;17.00;0.00;30.09;1018.90;10.00;23.00;BKN;;;;4900.00;;;;;;;;;;;37.11;KLGA 241751Z 29017G23KT 10SM BKN049 07/M05 A3009 RMK AO2 SLP189 T00721050 10078 20028 56007;LGA;
JFK;24.01.2023;17:51;24.01.2023 17:51;46.00;26.10;45.47;270.00;16.00;0.00;30.10;1019.20;10.00;22.00;SCT;SCT;;;5000.00;25000.00;;;;;;;;;;38.67;KJFK 241751Z 27016G22KT 10SM SCT050 SCT250 08/M03 A3010 RMK AO2 SLP192 T00781033 10078 20022 58011;JFK;
LGA;24.01.2023;18:51;24.01.2023 18:51;46.00;24.10;41.84;290.00;13.00;0.00;30.10;1019.20;10.00;19.00;SCT;;;;5000.00;;;;;;;;27.00;270.00;2023-01-24 18:41;39.50;KLGA 241851Z 29013G19KT 10SM SCT050 08/M04 A3010 RMK AO2 PK WND 27027/1841 SLP192 T00781044;LGA;
JFK;24.01.2023;18:51;24.01.2023 18:51;48.00;27.00;43.77;290.00;17.00;0.00;30.11;1019.50;10.00;23.00;BKN;BKN;;;4900.00;25000.00;;;;;;;;;;41.04;KJFK 241851Z 29017G23KT 10SM BKN049 BKN250 09/M03 A3011 RMK AO2 SLP195 T00891028;JFK;
LGA;24.01.2023;19:51;24.01.2023 19:51;45.00;24.10;43.46;310.00;19.00;0.00;30.13;1020.10;10.00;27.00;SCT;BKN;;;4800.00;25000.00;;;;;;;29.00;310.00;2023-01-24 19:06;36.63;KLGA 241951Z 31019G27KT 10SM SCT048 BKN250 07/M04 A3013 RMK AO2 PK WND 31029/1906 SLP201 T00721044;LGA;
JFK;24.01.2023;19:51;24.01.2023 19:51;45.00;26.10;47.23;300.00;17.00;0.00;30.13;1020.30;10.00;27.00;BKN;BKN;;;5000.00;25000.00;;;;;;;29.00;310.00;2023-01-24 19:12;37.11;KJFK 241951Z 30017G27KT 10SM BKN050 BKN250 07/M03 A3013 RMK AO2 PK WND 31029/1912 SLP203 T00721033;JFK;
JFK;24.01.2023;20:51;24.01.2023 20:51;43.00;25.00;48.70;300.00;18.00;0.00;30.17;1021.50;10.00;25.00;BKN;BKN;;;4900.00;25000.00;;;;;;;27.00;300.00;2023-01-24 20:00;34.23;KJFK 242051Z 30018G25KT 10SM BKN049 BKN250 06/M04 A3017 RMK AO2 PK WND 30027/2000 PRESRR SLP215 T00611039 53023;JFK;
LGA;24.01.2023;20:51;24.01.2023 20:51;43.00;24.10;46.91;300.00;20.00;0.00;30.16;1021.30;10.00;26.00;SCT;BKN;;;4700.00;25000.00;;;;;;;26.00;290.00;2023-01-24 20:51;33.75;KLGA 242051Z 30020G26KT 10SM SCT047 BKN250 06/M04 A3016 RMK AO2 PK WND 29026/2051 SLP213 T00611044 53023;LGA;
LGA;24.01.2023;21:51;24.01.2023 21:51;41.00;21.90;46.19;310.00;15.00;0.00;30.18;1022.00;10.00;26.00;BKN;BKN;;;4700.00;25000.00;;;;;;;26.00;300.00;2023-01-24 21:45;32.45;KLGA 242151Z 31015G26KT 10SM BKN047 BKN250 05/M06 A3018 RMK AO2 PK WND 30026/2145 SLP220 T00501056;LGA;
JFK;24.01.2023;21:51;24.01.2023 21:51;42.00;24.10;48.56;300.00;21.00;0.00;30.19;1022.30;10.00;25.00;BKN;BKN;;;4700.00;25000.00;;;;;;;;;;32.32;KJFK 242151Z 30021G25KT 10SM BKN047 BKN250 06/M04 A3019 RMK AO2 SLP223 T00561044;JFK;
LGA;24.01.2023;22:51;24.01.2023 22:51;41.00;23.00;48.39;290.00;13.00;0.00;30.20;1022.60;10.00;23.00;BKN;BKN;;;4600.00;25000.00;;;;;;;;;;33.10;KLGA 242251Z 29013G23KT 10SM BKN046 BKN250 05/M05 A3020 RMK AO2 SLP226 T00501050;LGA;
JFK;24.01.2023;22:51;24.01.2023 22:51;41.00;23.00;48.39;310.00;17.00;0.00;30.21;1023.00;10.00;24.00;BKN;BKN;;;4600.00;25000.00;;;;;;;28.00;290.00;2023-01-24 22:08;31.87;KJFK 242251Z 31017G24KT 10SM BKN046 BKN250 05/M05 A3021 RMK AO2 PK WND 29028/2208 SLP230 T00501050;JFK;
LGA;24.01.2023;23:51;24.01.2023 23:51;41.00;21.90;46.19;290.00;11.00;0.00;30.23;1023.60;10.00;17.00;BKN;BKN;;;4900.00;25000.00;;;;;;;;;;33.84;KLGA 242351Z 29011G17KT 10SM BKN049 BKN250 05/M06 A3023 RMK AO2 SLP236 T00501056 10083 20050 53023;LGA;
JFK;24.01.2023;23:51;24.01.2023 23:51;40.00;23.00;50.50;300.00;15.00;0.00;30.24;1024.00;10.00;;BKN;BKN;;;4700.00;25000.00;;;;;;;26.00;300.00;2023-01-24 23:02;31.02;KJFK 242351Z 30015KT 10SM BKN047 BKN250 04/M05 A3024 RMK AO2 PK WND 30026/2302 SLP240 T00441050 10089 20044 53024;JFK;
LGA;25.01.2023;0:51;25.01.2023 00:51;41.00;23.00;48.39;310.00;11.00;0.00;30.25;1024.10;10.00;19.00;BKN;BKN;;;4400.00;25000.00;;;;;;;;;;33.84;KLGA 250051Z 31011G19KT 10SM BKN044 BKN250 05/M05 A3025 RMK AO2 SLP241 T00501050;LGA;
JFK;25.01.2023;0:51;25.01.2023 00:51;40.00;23.00;50.50;290.00;13.00;0.00;30.26;1024.50;10.00;;OVC;;;;4500.00;;;;;;;;26.00;320.00;2023-01-25 00:04;31.69;KJFK 250051Z 29013KT 10SM OVC045 04/M05 A3026 RMK AO2 PK WND 32026/0004 SLP245 T00441050;JFK;
JFK;25.01.2023;1:51;25.01.2023 01:51;40.00;26.10;57.47;290.00;12.00;0.00;30.28;1025.20;10.00;;OVC;;;;4400.00;;;;;;;;;;;32.06;KJFK 250151Z 29012KT 10SM OVC044 04/M03 A3028 RMK AO2 SLP252 T00441033;JFK;
LGA;25.01.2023;1:51;25.01.2023 01:51;40.00;21.90;48.21;310.00;11.00;0.00;30.27;1024.80;10.00;;BKN;BKN;;;4400.00;25000.00;;;;;;;;;;32.45;KLGA 250151Z 31011KT 10SM BKN044 BKN250 04/M06 A3027 RMK AO2 SLP248 T00441056;LGA;
JFK;25.01.2023;2:51;25.01.2023 02:51;40.00;23.00;50.50;290.00;11.00;0.00;30.30;1026.00;10.00;;OVC;;;;4400.00;;;;;;;;;;;32.45;KJFK 250251Z 29011KT 10SM OVC044 04/M05 A3030 RMK AO2 SLP260 T00441050 53020;JFK;
LGA;25.01.2023;2:51;25.01.2023 02:51;40.00;23.00;50.50;310.00;11.00;0.00;30.29;1025.50;10.00;19.00;BKN;BKN;;;4400.00;25000.00;;;;;;;;;;32.45;KLGA 250251Z 31011G19KT 10SM BKN044 BKN250 04/M05 A3029 RMK AO2 SLP255 T00441050 53019;LGA;
JFK;25.01.2023;3:51;25.01.2023 03:51;39.00;24.10;54.77;310.00;11.00;0.00;30.30;1026.10;10.00;;BKN;BKN;;;4500.00;25000.00;;;;;;;;;;31.31;KJFK 250351Z 31011KT 10SM BKN045 BKN250 04/M04 A3030 RMK AO2 SLP261 T00391044;JFK;
LGA;25.01.2023;3:51;25.01.2023 03:51;39.00;21.90;49.93;300.00;10.00;0.00;30.29;1025.60;10.00;;SCT;SCT;;;4200.00;25000.00;;;;;;;;;;31.75;KLGA 250351Z 30010KT 10SM SCT042 SCT250 04/M06 A3029 RMK AO2 SLP256 T00391056;LGA;
JFK;25.01.2023;4:51;25.01.2023 04:51;38.00;24.10;57.18;290.00;6.00;0.00;30.29;1025.60;10.00;;SCT;BKN;;;4300.00;25000.00;;;;;;;;;;32.64;KJFK 250451Z 29006KT 10SM SCT043 BKN250 03/M04 A3029 RMK AO2 SLP256 T00331044 400890017;JFK;
LGA;25.01.2023;4:51;25.01.2023 04:51;39.00;21.00;48.06;280.00;7.00;0.00;30.28;1025.20;10.00;;FEW;SCT;;;4200.00;25000.00;;;;;;;;;;33.31;KLGA 250451Z 28007KT 10SM FEW042 SCT250 04/M06 A3028 RMK AO2 SLP252 T00391061 400830022;LGA;
JFK;25.01.2023;5:51;25.01.2023 05:51;37.00;23.00;56.57;280.00;7.00;0.00;30.29;1025.60;10.00;;FEW;BKN;;;4200.00;25000.00;;;;;;;;;;30.87;KJFK 250551Z 28007KT 10SM FEW042 BKN250 03/M05 A3029 RMK AO2 SLP256 T00281050 10050 20028 58004;JFK;
LGA;25.01.2023;5:51;25.01.2023 05:51;39.00;19.90;45.87;300.00;8.00;0.00;30.28;1025.20;10.00;;BKN;;;;25000.00;;;;;;;;;;;32.74;KLGA 250551Z 30008KT 10SM BKN250 04/M07 A3028 RMK AO2 SLP252 T00391067 10050 20039 58003;LGA;
LGA;25.01.2023;6:51;25.01.2023 06:51;38.00;19.90;47.89;300.00;10.00;0.00;30.28;1025.40;10.00;;BKN;;;;25000.00;;;;;;;;;;;30.37;KLGA 250651Z 30010KT 10SM BKN250 03/M07 A3028 RMK AO2 SLP254 T00331067;LGA;
JFK;25.01.2023;6:51;25.01.2023 06:51;35.00;21.90;58.22;310.00;5.00;0.00;30.30;1025.80;10.00;;FEW;BKN;;;4200.00;25000.00;;;;;;;;;;30.08;KJFK 250651Z 31005KT 10SM FEW042 BKN250 02/M06 A3030 RMK AO2 SLP258 T00171056;JFK;
JFK;25.01.2023;7:51;25.01.2023 07:51;34.00;21.90;60.83;330.00;7.00;0.00;30.31;1026.30;10.00;;BKN;;;;25000.00;;;;;;;;;;;27.22;KJFK 250751Z 33007KT 10SM BKN250 01/M06 A3031 RMK AO2 SLP263 T00111056;JFK;
LGA;25.01.2023;7:51;25.01.2023 07:51;38.00;21.90;52.13;320.00;6.00;0.00;30.29;1025.70;10.00;;BKN;;;;25000.00;;;;;;;;;;;32.64;KLGA 250751Z 32006KT 10SM BKN250 03/M06 A3029 RMK AO2 SLP257 T00331056;LGA;
JFK;25.01.2023;8:51;25.01.2023 08:51;35.00;21.90;58.22;350.00;4.00;0.00;30.30;1026.00;10.00;;BKN;;;;25000.00;;;;;;;;;;;31.04;KJFK 250851Z 35004KT 10SM BKN250 02/M06 A3030 RMK AO2 SLP260 T00171056 50004;JFK;
LGA;25.01.2023;8:51;25.01.2023 08:51;37.00;21.00;51.99;320.00;5.00;0.00;30.28;1025.40;10.00;;BKN;;;;25000.00;;;;;;;;;;;32.33;KLGA 250851Z 32005KT 10SM BKN250 03/M06 A3028 RMK AO2 SLP254 T00281061 50002;LGA;
JFK;25.01.2023;9:51;25.01.2023 09:51;32.00;21.90;65.92;0.00;0.00;0.00;30.33;1026.90;10.00;;BKN;;;;25000.00;;;;;;;;;;;32.00;KJFK 250951Z 00000KT 10SM BKN250 00/M06 A3033 RMK AO2 SLP269 T00001056;JFK;
LGA;25.01.2023;9:51;25.01.2023 09:51;37.00;21.00;51.99;320.00;4.00;0.00;30.32;1026.60;10.00;;OVC;;;;22000.00;;;;;;;;;;;33.26;KLGA 250951Z 32004KT 10SM OVC220 03/M06 A3032 RMK AO2 SLP266 T00281061;LGA;
JFK;25.01.2023;10:51;25.01.2023 10:51;33.00;24.10;69.17;0.00;0.00;0.00;30.34;1027.40;10.00;;OVC;;;;18000.00;;;;;;;;;;;33.10;KJFK 251051Z 00000KT 10SM OVC180 01/M04 A3034 RMK AO2 SLP274 T00061044;JFK;
LGA;25.01.2023;10:51;25.01.2023 10:51;37.00;21.00;51.99;320.00;4.00;0.00;30.33;1026.90;10.00;;OVC;;;;17000.00;;;;;;;;;;;33.26;KLGA 251051Z 32004KT 10SM OVC170 03/M06 A3033 RMK AO2 SLP269 T00281061;LGA;
JFK;25.01.2023;11:51;25.01.2023 11:51;35.00;25.00;66.31;70.00;3.00;0.00;30.33;1027.10;10.00;;FEW;BKN;;;6500.00;14000.00;;;;;;;;;;32.23;KJFK 251151Z 07003KT 10SM FEW065 BKN140 02/M04 A3033 RMK AO2 SLP271 T00171039 10028 21006 50011;JFK;
LGA;25.01.2023;11:51;25.01.2023 11:51;37.00;21.00;51.99;40.00;5.00;0.00;30.31;1026.30;10.00;;BKN;OVC;;;15000.00;25000.00;;;;;;;;;;32.33;KLGA 251151Z 04005KT 10SM BKN150 OVC250 03/M06 A3031 RMK AO2 SLP263 T00281061 10039 20028 50009;LGA;
JFK;25.01.2023;12:51;25.01.2023 12:51;35.00;25.00;66.31;60.00;6.00;0.00;30.30;1025.90;10.00;;FEW;BKN;OVC;;6000.00;14000.00;26000.00;;;;;;;;;29.26;KJFK 251251Z 06006KT 10SM FEW060 BKN140 OVC260 02/M04 A3030 RMK AO2 SLP259 T00171039;JFK;
LGA;25.01.2023;12:51;25.01.2023 12:51;37.00;21.90;54.01;100.00;4.00;0.00;30.30;1026.00;10.00;;BKN;BKN;;;8500.00;12000.00;;;;;;;;;;33.26;KLGA 251251Z 10004KT 10SM BKN085 BKN120 03/M06 A3030 RMK AO2 SLP260 T00281056;LGA;
JFK;25.01.2023;13:51;25.01.2023 13:51;36.00;25.00;63.98;80.00;3.00;0.00;30.32;1026.60;10.00;;FEW;BKN;OVC;;4800.00;12000.00;26000.00;;;;;;;;;33.26;KJFK 251351Z 08003KT 10SM FEW048 BKN120 OVC260 02/M04 A3032 RMK AO2 SLP266 T00221039;JFK;
LGA;25.01.2023;13:51;25.01.2023 13:51;37.00;24.10;59.24;;4.00;0.00;30.31;1026.40;10.00;;SCT;BKN;OVC;;10000.00;16000.00;25000.00;;;;;;;;;33.26;KLGA 251351Z VRB04KT 10SM SCT100 BKN160 OVC250 03/M04 A3031 RMK AO2 PRESRR SLP264 T00281044;LGA;
JFK;25.01.2023;14:51;25.01.2023 14:51;38.00;26.10;62.14;90.00;9.00;0.00;30.30;1026.10;10.00;;FEW;SCT;BKN;BKN;4500.00;11000.00;16000.00;26000.00;;;;;;;;30.85;KJFK 251451Z 09009KT 10SM FEW045 SCT110 BKN160 BKN260 03/M03 A3030 RMK AO2 SLP261 T00331033 56009;JFK;
LGA;25.01.2023;14:51;25.01.2023 14:51;38.00;23.00;54.60;90.00;8.00;0.00;30.29;1025.60;10.00;;SCT;BKN;OVC;;10000.00;15000.00;25000.00;;;;;;;;;31.38;KLGA 251451Z 09008KT 10SM SCT100 BKN150 OVC250 03/M05 A3029 RMK AO2 SLP256 T00331050 58007;LGA;
LGA;25.01.2023;15:51;25.01.2023 15:51;40.00;21.90;48.21;90.00;8.00;0.00;30.28;1025.20;10.00;;FEW;BKN;OVC;;9000.00;14000.00;25000.00;;;;;;;;;33.84;KLGA 251551Z 09008KT 10SM FEW090 BKN140 OVC250 04/M06 A3028 RMK AO2 SLP252 T00441056;LGA;
JFK;25.01.2023;15:51;25.01.2023 15:51;39.00;28.90;66.79;80.00;7.00;0.00;30.29;1025.60;10.00;;FEW;BKN;OVC;;6500.00;15000.00;26000.00;;;;;;;;;33.31;KJFK 251551Z 08007KT 10SM FEW065 BKN150 OVC260 04/M02 A3029 RMK AO2 SLP256 T00391017;JFK;
LGA;25.01.2023;16:51;25.01.2023 16:51;41.00;25.00;52.61;;6.00;0.00;30.26;1024.60;10.00;;FEW;OVC;;;9000.00;12000.00;;;;;;;;;;36.37;KLGA 251651Z VRB06KT 10SM FEW090 OVC120 05/M04 A3026 RMK AO2 PRESFR SLP246 T00501039;LGA;
JFK;25.01.2023;16:51;25.01.2023 16:51;40.00;28.90;64.49;120.00;9.00;0.00;30.28;1025.20;10.00;;FEW;OVC;;;6500.00;13000.00;;;;;;;;;;33.34;KJFK 251651Z 12009KT 10SM FEW065 OVC130 04/M02 A3028 RMK AO2 SLP252 T00441017;JFK;
LGA;25.01.2023;17:51;25.01.2023 17:51;41.00;26.10;55.07;110.00;8.00;0.00;30.22;1023.40;10.00;;BKN;OVC;;;6000.00;8000.00;;;;;;;;;;35.20;KLGA 251751Z 11008KT 10SM BKN060 OVC080 05/M03 A3022 RMK AO2 SLP234 T00501033 10056 20022 58022;LGA;
JFK;25.01.2023;17:51;25.01.2023 17:51;40.00;30.00;67.45;80.00;6.00;0.00;30.23;1023.60;10.00;;SCT;OVC;;;5000.00;10000.00;;;;;;;;;;35.04;KJFK 251751Z 08006KT 10SM SCT050 OVC100 04/M01 A3023 RMK AO2 SLP236 T00441011 10044 20011 58025;JFK;
LGA;25.01.2023;18:10;25.01.2023 18:10;41.00;27.00;57.15;100.00;9.00;T;30.20;;6.00;;BKN;BKN;OVC;;2900.00;4900.00;7000.00;;-RA;;;;;;;34.70;KLGA 251810Z 10009KT 6SM -RA BKN029 BKN049 OVC070 05/M03 A3020 RMK AO2 RAB09 PRESFR P0000 T00501028;LGA;
LGA;25.01.2023;18:12;25.01.2023 18:12;41.00;27.00;57.15;100.00;9.00;T;30.20;;5.00;;BKN;BKN;OVC;;2900.00;4900.00;6500.00;;-RASN;;;;;;;34.70;KLGA 251812Z 10009KT 5SM -RASN BKN029 BKN049 OVC065 05/M03 A3020 RMK AO2 RAB09SNB12 PRESFR P0000 T00501028;LGA;
JFK;25.01.2023;18:40;25.01.2023 18:40;40.00;32.00;73.14;80.00;10.00;T;30.18;;9.00;;FEW;BKN;OVC;;2100.00;2900.00;7500.00;;-RA;;;;;;;32.87;KJFK 251840Z 08010KT 9SM -RA FEW021 BKN029 OVC075 04/00 A3018 RMK AO2 RAB06 PRESFR P0000 T00440000;JFK;
LGA;25.01.2023;18:41;25.01.2023 18:41;38.00;28.90;69.73;110.00;8.00;0.02;30.17;;4.00;;OVC;;;;2200.00;;;;-RA;;;;;;;31.38;KLGA 251841Z 11008KT 4SM -RA OVC022 03/M02 A3017 RMK AO2 RAB09SNB12E41 PRESFR P0002 T00331017;LGA;
JFK;25.01.2023;18:51;25.01.2023 18:51;38.00;33.00;82.66;60.00;11.00;0.01;30.16;1021.30;7.00;;BKN;OVC;;;1700.00;3600.00;;;RA;;;;;;;29.92;KJFK 251851Z 06011KT 7SM RA BKN017 OVC036 03/01 A3016 RMK AO2 RAB06 PRESFR SLP213 P0001 T00330006 $;JFK;
